,Title
4583,Towards benchmarking an in-stream water quality model
53410,"Methods for characterizing the fate and effects of nano zerovalent iron
"
11554,"Integrating research on ecohydrology and land use change with land use
"
6015,Effects of peatland drainage management on peak flows
52705,Rate-limited sorption of simazine in saturated soil columns
18688,"Water balance in the Guarani Aquifer outcrop zone based on hydrogeologic
"
5324,"Application of integral pumping tests to investigate the influence of a
"
9382,"Using temperature effect on seepage variations as proxy for phenological
"
10825,"Freshwater flow to the San Francisco Bay-Delta estuary over nine decades
"
51947,"Tracer diffusion from a horizontal fracture into the surrounding matrix:
"
39587,"Sensitivity of power functions to aggregation: Bias and uncertainty in
"
34076,"Numerical modeling of gravel bed river response to meander
"
47969,"Structural-permeability favorability in crystalline rocks and
"
11617,"Large-scale distribution modelling and the utility of detailed ground
"
51745,Measurements of groundwater velocity in discrete rock fractures
5534,"Evaluation of rainfall retrievals from SEVIRI reflectances over West
"
52906,"SPATIAL AND TEMPORAL VARIABILITY IN THE WATER REDOX CHEMISTRY OF THE M27
"
52777,"The Grimsel (Switzerland) migration experiment: Integrating field
"
47366,"Constraining performance assessment models with tracer test results: a
"
52590,"Nonlinear sorption and nonequilibrium solute transport in aggregated
"
2502,"A new modeling approach for simulating microtopography-dominated,
"
47417,"Solute transport in a single fracture with negligible matrix
"
571,The cost of uniqueness in groundwater model calibration
11431,Fine-scale characteristics of groundwater flow in a peatland
53049,"Cross-borehole tomography with full-decay spectral time-domain induced
"
39371,Seasonal simulation of drifting snow sublimation in Alpine terrain
39277,"Effects of climate change on stream temperature, dissolved oxygen, and
"
12522,Scaling hydraulic properties of forest soils
6602,"A spatial bootstrap technique for parameter estimation of rainfall
"
11461,"Evaluation of CADISSE, a regional storage capacity model"
53494,"Sustainable in-well vapor stripping: A design, analytical model, and
"
52483,Non-equilibrium transport of Cd in alluvial gravels
1892,"Impact of capillary hysteresis and trapping on vertically integrated
"
53421,"A field investigation on transport of carbon-supported nanoscale
"
40096,ALTERNATIVE ANALYSES OF HYDRAULIC DATA FROM DISC TENSION INFILTROMETERS
52656,"Nonideal transport of reactive solutes in heterogeneous porous media -
"
9352,"Discriminating fine sediment sources and the application of sediment
"
10795,"A temporal stable isotopic (delta O-18, delta D, d-excess) comparison in
"
53146,"The impact of water saturation on the infiltration behaviour of
"
46248,A reservoir model of tracer transport for karstic flow systems
