,Title
311,Dilution of non-reactive tracers in variably saturated sandy structures
31623,"Scale Dependence of Land-Atmosphere Interactions in Wet and Dry Regions
"
11162,"The impact of ditch blocking on fluvial carbon export from a UK blanket
"
23122,"How does spatial variability of climate affect catchment streamflow
"
23075,"Public awareness, behaviours and attitudes towards domestic wastewater
"
23730,"Event-based prediction of stream turbidity using a combined cluster
"
8146,"Is rainfall intensity significant in the rainfall-runoff process within
"
30854,"Short-Term Basin-Scale Streamflow Forecasting Using Large-Scale Coupled
"
28691,"Modelling of water table variation in response to time-varying recharge
"
15888,"Assessing the impact of climate change scenarios on water resources in
"
38132,"Predictive uncertainty of chaotic daily streamflow using ensemble
"
23285,"Review of available fluid sampling tools and sample recovery techniques
"
24141,"Groundwater variability across temporal and spatial scales in the
"
34317,"Simulation of gravel-sand bed response to flushing flows using a
"
24077,"Evaluation of a model-based groundwater drought indicator in the
"
9813,"Spatio-temporal changes in bog pool bottom topography temperature effect
"
45531,"SHORT-TERM FLOOD RISK PREDICTION - A COMPARISON OF THE COX
"
23673,"Effect of nitrite on the formation of halonitromethanes during
"
23590,"What does hydraulic tomography tell us about fractured geological media?
"
19333,"Management of salt mobilisation in the irrigated landscape - A review of
"
24493,"Validation and reconstruction of FY-3B/MWRI soil moisture using an
"
2230,"Evaluating the effect of internal aperture variability on transport in
"
23642,"Hydrological controls on the morphogenesis of low-energy meanders (Cher
"
28057,"The role of cross-correlation between precipitation and temperature in
"
16447,"Effects of watershed subdivision level on semi-distributed hydrological
"
28627,"Cl/Br ratios of Lake Kinneret, pore water and associated springs"
30627,"PROBABILISTIC MODELING OF CROSSING IN SMALL SAMPLES AND APPLICATION OF
"
36152,"Water management with water conservation, infrastructure expansions, and
"
23589,"Frequency dependent hydraulic properties estimated from oscillatory
"
2344,"Assessing the impacts of anthropogenic and hydro-climatic drivers on
"
24622,"A mathematically continuous model for describing the hydraulic
"
24118,"Hydrologic and water-quality impacts of agricultural land use changes
"
23519,"Investigating the influence of roughness length for heat transport
"
6411,"An assessment of the ability of Bartlett-Lewis type of rainfall models
"
23460,Constant energy calibration for permittivity based moisture probes
50166,Snow and ice albedo measured with two types of pyranometers
4007,How good are hydrological models for gap-filling streamflow data?
23260,"A test of how coupling of vegetation to the atmosphere and climate
"
24428,"Potential relation between equatorial sea surface temperatures and
"
11196,"Decoupling the effects of deforestation and climate variability in the
"
23943,"Identification of coherent flood regions across Europe by using the
"
1093,"Efficient approximations for the simulation of density driven flow in
"
41731,"Role of Micro-Topographic Variability on the Distribution of Inorganic
"
23979,"Improved geohydraulic characterization of river bed sediments based on
"
24476,"Estimating the exceedance probability of extreme rainfalls up to the
"
