,Title
39563,"Analytical solutions of tidal groundwater flow in coastal two-aquifer
"
7731,"Analysis of Tide and Offshore Storm-Induced Water Table Fluctuations for
"
26706,"Large water-table response to rainfall in a shallow bedrock aquifer
"
28769,"Hydrologic properties of coal-beds in the Powder River Basin, Montana.
"
16329,"Radial groundwater flow to a finite diameter well in a leaky confined
"
46842,"Hydrogeological properties of fault zones in a karstified carbonate
"
51157,"Characterizing flow pathways in a sandstone aquifer: Tectonic vs
"
10799,"PARAMETRIC STUDIES ON THE ADVANCING INTERFACE IN COASTAL AQUIFERS DUE TO
"
9356,"PARAMETRIC STUDIES ON THE ADVANCING INTERFACE IN COASTAL AQUIFERS DUE TO
"
27370,Hydraulics of horizontal wells in fractured shallow aquifer systems
47798,"Multiple-pumped-well aquifer test to determine the anisotropic
"
31250,"FLOW BETWEEN AQUIFERS THROUGH FILLED CYLINDRICAL CONDUITS - ANALYTICAL
"
31119,"HYDROGEOLOGICAL IMPLICATIONS OF THE RESISTIVITY DISTRIBUTION INFERRED
"
12357,Tidal influence on seawater intrusion in unconfined coastal aquifers
7521,"Defining the Effect of Stratification in Coastal Aquifers Using a New
"
47490,"The gravity method in groundwater exploration in crystalline rocks: a
"
3928,"Three-dimensional analysis of the capture of contaminated leachate by
"
45931,"A multidisciplinary-based conceptual model of a fractured sedimentary
"
29125,Tidal impacts on riparian salinities near estuaries
48215,"Numerical analysis of the hydrogeologic controls in a layered coastal
"
31490,"Quantifying fractured crystalline-rock properties using well tests,
"
29048,"A generalized 3-D geological and hydrogeological conceptual model of
"
10303,Groundwater flow through anisotropic fault zones in multiaquifer systems
52438,"Characterization and prediction of subsurface pneumatic response at
"
47450,"Effects of crustal stresses on fluid transport in fractured rock: case
"
26203,"Fracture anisotropy characterization in crystalline bedrock using
"
70863,On the Derivative of Drawdown for Single Well Pumping Tests
21642,"An analytical approach to capture zone delineation for a well near a
"
36829,"Assessing the flow regime in a contaminated fractured and karstic
"
26897,"Characteristics of dewatering induced drawdown curve under blocking
"
47980,"Changes in hydrogeological properties of the River Choushui alluvial fan
"
45687,"Inter-aquifer connectivity between Australia's Great Artesian Basin and
"
32068,"Numerical modeling of the productivity of vertical to shallowly dipping
"
35141,"Detecting the vulnerability of groundwater in semi-confined aquifers
"
47789,"Tide-induced head fluctuations in a coastal aquifer: effects of the
"
468,"Use of hydraulic tests at different scales to characterize fracture
"
47213,"Effects of fracture lineaments and in-situ rock stresses on groundwater
"
47423,"Deformation mechanisms and hydraulic properties of fault zones in
"
70902,"Transient Investigation of the Critical Abstraction Rates in Coastal
"
5017,"Shallow Aquifer Vulnerability From Subsurface Fluid Injection at a
"
21427,"Gravity contribution to the study of the deep structure of Bou-Houria
"
47566,"Hydrogeology of a fractured shale (Opalinus Clay): Implications for deep
"
33571,"Assessment of the impact of sea-level rise on steady-state seawater
"
9194,"Using earth-tide induced water pressure changes to measure in situ
"
9290,"Characterization of leaky faults: Study of water flow in
"
10733,"Characterization of leaky faults: Study of water flow in
"
47781,"Using lithologic modeling techniques for aquifer characterization and
"
29241,"Field, laboratory, and modeling investigation of the skin effect at
"
