,Title
60068,"Evaluation of genotoxic responses of Chaetoceros tenuissimus and
"
66470,"Characterization of Acinetobacter baumannii from water and sludge line
"
3164,Ill-posedness in modeling mixed sediment river morphodynamics
16322,Bias compensation in flood frequency analysis
2518,"Two-phase convective mixing under a buoyant plume of CO2 in deep saline
"
72341,"A Nonlinear Interval Model for Water and Waste Load Allocation in River
"
9107,"Reference evapotranspiration trends and their sensitivity to climatic
"
52395,"Approximate evaluation of contaminant transport through vertical
"
60268,"Combined Bayesian statistics and load duration curve method for bacteria
"
59072,"Impact of feed water acidification with weak and strong acids on
"
53142,"Soluble organic nitrogen cycling in soils after application of
"
35114,"Impact of soil texture on air-water interfacial areas in unsaturated
"
30524,"POST-DEFORESTATION AMAZONIAN CLIMATE - ANGLO-BRAZILIAN RESEARCH TO
"
1808,Measuring in situ vertical hydraulic conductivity in tidal environments
22008,"Model diagnostic analysis of seasonal switching of runoff generation
"
58816,"Experimental results and mathematical modelling of an autotrophic and
"
48523,"TEMPORAL AND SPATIAL VARIABILITY OF WATER SUPPLY STRESS IN THE HAIHE
"
52446,Field tests and model analyses of seepage into drift
50325,Hydrology of a drained forested Pocosin watershed
29462,Numerical delineation of transient capture zones
67710,"Diethyl phenylene diamine (DPD) oxidation to measure low concentration
"
42317,Appreciation for Water Resources Research Reviewers
58509,"The economic impact of restricted water supply: A computable general
"
53015,"ADSORPTION COMPARED WITH SULFIDE PRECIPITATION AS METAL REMOVAL
"
11600,"Investigation of controls on secondary circulation in a simple
"
48323,"SPATIAL VARIABILITY IN NUTRIENT TRANSPORT BY HUC8, STATE, AND SUBBASIN
"
20142,"Water balance modeling over variable time scales based on the Budyko
"
