,Title
49556,"Multivariate analysis of water quality and physical characteristics of
"
70874,"Performance Enhancement of Rainfall Pattern - Water Level Prediction
"
73244,A modification to Kostiakov and modified Kostiakov infiltration models
54748,"Closure to ``Development and Application of the Bat Algorithm for
"
70666,"Optimum Pumping Well Placement and Capacity Design for a Groundwater
"
11729,"Hydrological functioning of Mediterranean mountain basins in Vallcebre,
"
53900,"Reservoir Operation for Simultaneously Meeting Water Demand and Sediment
"
49804,Fuzzy iteration methodology for reservoir flood control operation
54149,Sensor placement in water networks: A stochastic programming approach
25872,"Spring hydrograph simulation of karstic aquifers: Impacts of variable
"
73655,On the European Water Resources Information Policy
73620,"Two-Dimensional Modelling of Water Table Fluctuations due to
"
70914,"Clustering Data and Incorporating Topographical Variables for Improving
"
15173,"Use of artificial flood events to demonstrate the invalidity of simple
"
74089,The Role of Regulation in Meeting Water Demands under Climate Change
73132,"Use of intercepted runoff depth for stormwater runoff management in
"
14953,"The impacts of human activities on the water-land environment of the
"
32425,"Understanding precipitation changes in Iberia in early spring: Weather
"
54018,"Evaluation of a Modeling Approach to Assess Nitrogen Assimilative
"
71063,"Impact of El Nino and Climate Change on Rainwater Harvesting in a
"
72018,"GIS-Based Spatial Monte Carlo Analysis for Integrated Flood Management
"
71614,"The Impact of Climate Change on the Water Resources of the Amu Darya
"
74178,"Approach for Estimating Available Consumable Water for Human Activities
"
26010,"An overview assessment of the effectiveness and global popularity of
"
49814,"Multiobjective real-time reservoir operation with a network flow
"
54512,"Policy Options for Coastal Protection: Integrating Inland Water
"
74123,"Tempo-Spatial Analysis of Water Quality in the Three Gorges Reservoir,
"
71946,A System-based Paradigm of Drought Analysis for Operational Management
39546,"Fine-suspended sediment and water budgets for a large, seasonally dry
"
39538,The pronounced seasonality of global groundwater recharge
74051,"Optimal Design of Check Dams in Mountainous Watersheds for Flood
"
18408,Multiscaling analysis in a structured clay soil using 2D images
54290,"Cost-Benefit Analysis for Supporting Intermunicipal Decisions on
"
