,Title
69513,Air oxidation of aqueous sodium sulfide solutions with coal fly ash
55186,"Determination of N-chloramines in As-samra chlorinated wastewater and
"
67032,"Compositional and temporal stability of fecal taxon libraries for use
"
68386,"Uni-directional freezing of waste activated sludges: Vertical freezing
"
61288,"Extracellular biological organic matters in sewage sludge during
"
52004,"On the physics of unstable infiltration, seepage, and gravity drainage
"
58787,"Onset of severe nitrification in mildly nitrifying chloraminated bulk
"
66647,"The performance and membrane fouling rate of a pilot-scale anaerobic
"
56019,"Incorporation of in situ and biomarker assays in higher-tier assessment
"
60945,"INFLUENCE OF HEAT OR CHEMICAL TREATMENT OF ACTIVATED CARBON ONTO THE
"
64201,"Detection of retinoic acid receptor antagonist contamination in the
"
69672,Treatment of oil contaminated wastewater in a membrane bioreactor
68356,Hydraulics of bench-scale rotating biological contactor
67181,"Tetrabromobisphenol A (TBBPA) inhibits denitrification via regulating
"
56764,"Bacterial pathogen incidences in sludge from Swedish sewage treatment
"
68315,Anoxic biological phosphorus removal in a full-scale UCT process
64883,"Ipomoea hederifolia rooted soil bed and Ipomoea aquatica rhizofiltration
"
