,Title
57855,Groundbreaking papers in Water Research 1967-2006
1012,"Reprint of ``Multi-step and two-step experiments in heterogeneous porous
"
51876,Anomalous transport of colloids and solutes in a shear zone
12724,Forest hydrology revisited
2290,"A theoretical drought classification method for the multivariate drought
"
5746,"What can we learn from long-term groundwater data to improve climate
"
18585,"The use of flow variability analysis to assess the impact of land use
"
52289,"Radionuclide release and transport from nuclear underground tests
"
51755,"Impact of rainfall intensity on the transport of two herbicides in
"
53252,"Porosity and pore size distribution in a sedimentary rock: Implications
"
52656,"Nonideal transport of reactive solutes in heterogeneous porous media -
"
8526,"Lumped parameter sensitivity analysis of a distributed hydrological
"
3650,"The effect of GCM biases on global runoff simulations of a land surface
"
30746,"Verification and Intercomparison of Multimodel Simulated Land Surface
"
51947,"Tracer diffusion from a horizontal fracture into the surrounding matrix:
"
