,Title
64383,"CONTROL OF ORGANIC LOADING RATE USING THE SPECIFIC METHANOGENIC ACTIVITY
"
57827,"The effect of maintenance energy requirements on biomass production
"
65848,"Effect of shock and mixed loading on the performance of SND based
"
56964,"Inert cod production in a membrane anaerobic reactor treating brewery
"
58045,"Removal of carbon and nutrients from domestic wastewater using a low
"
58985,"Rapid establishment of thermophilic anaerobic microbial community during
"
65144,"Bioaugmentation for improved recovery of anaerobic digesters after
"
61221,"DIFFERENT ABILITIES OF 8 MIXED CULTURES OF METHANE-OXIDIZING BACTERIA TO
"
55556,"Pilot plant demonstration of stable and efficient high rate biological
"
67210,"Denitrification kinetics of high nitrate concentration water: pH effect
"
59285,"Bioflocculation management through high-rate contact-stabilization: A
"
68386,"Inhibitory effects of ammonia on syntrophic propionate oxidation in
"
65297,"Biological oxidation of dissolved methane in effluents from anaerobic
"
55836,"Influence of operational parameters on nitrogen removal efficiency and
"
62620,"Synergistic effect of sequential or combined use of ozone and UV
"
57756,"Performance of floating and sunken media biological aerated filters
"
57151,"Anaerobic-aerobic biotreatment of simulated textile effluent containing
"
63778,"Reducing sludge production in aerobic wastewater treatment through
"
63368,"Long-term anaerobic digestion of microalgae grown in HRAP for wastewater
"
61736,"Effective partial nitrification to nitrite by down-flow hanging sponge
"
58661,"Completely autotrophic nitrogen removal over nitrite in one single
"
56062,"Floc-based sequential partial nitritation and anammox at full scale with
"
65193,"Simultaneous nitrification, denitrification and carbon removal in
"
26250,"Evaluation of two pilot scale membrane bioreactors for the elimination
"
56369,"Coupled BAS and anoxic USB system to remove urea and formaldehyde from
"
61120,"COMPETITION BETWEEN POLYPHOSPHATE AND POLYSACCHARIDE ACCUMULATING
"
63188,"Comprehensive microbial analysis of combined mesophilic
"
56472,"ORP-based oxygenation for sulfide control in anaerobic treatment of
"
66210,"Effects of long-term pH elevation on the sulfate-reducing and
"
65298,"Operation of suspended-growth shortcut biological nitrogen removal
"
69190,"Autotrophic antimonate bio-reduction using hydrogen as the electron
"
