,Title
1738,"Numerical simulations of steady-state salinity distribution and
"
6692,"Retrospective analysis of a nonforecasted rain-on-snow flood in the Alps
"
13641,"Organic carbon fluxes within and streamwater exports from headwater
"
72706,"A Cost-Effectiveness Analysis of Water-Saving Measures for the Water
"
32560,"Simulation of water and energy fluxes in an old-growth seasonal
"
27612,Propagation of structural uncertainty in watershed hydrologic models
21938,Velocity prediction in high-gradient channels
20889,"Regional climate change projections and hydrological impact analysis for
"
94,Parameters affecting maximum fluid transport in large aperture fractures
32052,"Impact of GVF Derivation Methods on Noah Land Surface Model Simulations
"
24815,"3D geological modeling of the Kasserine Aquifer System, Central Tunisia:
"
11282,"Does hillslope trenching enhance groundwater recharge and baseflow in
"
22136,"Assessing the influence of rain gauge density and distribution on
"
45485,"LOCAL-SCALE AND PLUME-SCALE DISPERSION IN THE TWIN LAKE 40-M AND 260-M
"
72157,"Resolving Trans-jurisdictional Water Conflicts by the Nash Bargaining
"
14480,"Evaluating best evaporation estimate model for water surface evaporation
"
37215,"Detection of runoff timing changes in pluvial, nival, and glacial rivers
"
73027,"Hantush's M(alpha, beta) and M{*}(alpha, beta) are Generalized
"
44426,"The behavior of stratified pools in the Wimmera River, Australia"
73431,Tank model for sediment yield
32754,"Sensitivity of simulated regional surface thermal fluxes during warm
"
45721,"Performance evaluation of a reverse-gradient artificial recharge system
"
34673,"Control-volume method for numerical simulation of two-phase immiscible
"
21804,"The integration of field measurements and satellite observations to
"
24285,"Spatial and seasonal patterns in stream water contamination across
"
24244,"Hydrochemical and C-14 constraints on groundwater recharge and
"
