,Title
17100,Accuracy of crowdsourced streamflow and stream level class estimates
37439,"Multicriteria design of rain gauge networks for flash flood prediction
"
36239,"Bifurcation dynamics and avulsion duration in meandering rivers by
"
159,"Comparison of fully coupled approaches for approximating nonlinear
"
18903,Regional groundwater model of north-east Belgium
3824,Picturing and modeling catchments by representative hillslopes
8964,"Geospatially based distributed rainfall-runoff modelling for simulation
"
15007,"Precipitation and melting on a tropical glacier: the Zongo Glacier,
"
32199,"Coupling a Markov Chain and Support Vector Machine for At-Site
"
17908,"Evaluation of two hybrid metric-conceptual models, for simulating
"
36380,"Effects of solution chemistry on straining of colloids in porous media
"
4635,"Development of a window correlation matching method for improved radar
"
73143,"Runoff efficiency and the technique of micro-water harvesting with
"
34953,Straining of colloids at textural interfaces
32641,"Explicit representation of subgrid heterogeneity in a GCM land surface
"
25506,GROUNDWATER SAMPLING - PREFACE
32060,Benchmarking and Process Diagnostics of Land Models
12974,"Diffusion model validation and interpretation of stable isotopes in
"
18140,"Hydrologic measurements and implications for tree island formation
"
18942,"Real-time flow forecasting in the absence of quantitative precipitation
"
14227,"Predicting river width, depth and velocity at ungauged sites in England
"
4726,Validation of MODIS snow cover images over Austria
31115,"Development and testing of a frozen soil parameterization for cold
"
2092,Global desertification: Drivers and feedbacks
36006,"Universal scaling laws in surface water bodies and their zones of
"
3014,"Modeling the behavior of water reservoir operators via eigenbehavior
"
15014,"A study of sediment delivery by floods in the lower Yellow River, China"
