,Title
65694,"Degradation of nitro-based pharmaceuticals by UV photolysis: Kinetics
"
66255,"Employing Electrochemical-Fenton process for conditioning and dewatering
"
61708,"Competitive separation of di- vs. mono-valent cations in
"
57782,"Degradation of plasmid and plant DNA in water microcosms monitored by
"
69800,"Optimization of a sequencing batch reactor for biological nitrogen
"
68096,"Screening for cyanobacterial toxins in bloom and strain samples by thin
"
56525,An extension of ASM2d including pH calculation
62140,"Norovirus and FRNA bacteriophage determined by RT-qPCR and infectious
"
69494,"Analysis of pesticides in water with liquid chromatography atmospheric
"
62338,"Pesticide washoff from concrete surfaces: Literature review and a new
"
69713,"The effects of data preprocessing in the determination of coagulant
"
56223,"Assessment of activated sludge microbial community analysis in
"
58886,"Selective removal of perfluorooctane sulfonate from aqueous solution
"
66742,"Review of synthetic human faeces and faecal sludge for sanitation and
"
55633,"Determination of volatile organic compounds in surface waters and
"
60420,"Evaluation of a laboratory-scale bioreactive in situ sediment cap for
"
54873,"Comparative measurements of microbial activity in drinking water
"
64286,"Transformation of avobenzone in conditions of aquatic chlorination and
"
64601,"MODELING IMPACTS OF LAND-USE CHANGE AND CLIMATE-CHANGE ON
"
61093,"OBSERVATIONS ON DEWATERABILITY AND PHYSICAL, CHEMICAL AND
"
59577,"Global sensitivity analysis for model-based prediction of oxidative
"
64705,"UPWARD TREND IN SOLUBLE PHOSPHORUS LOADINGS TO LOUGH-NEAGH DESPITE
"
69308,"Chemical removal of biomass from waste air biotrickling filters:
"
59974,"Phototransformation of selected organophosphorus pesticides: Roles of
"
63391,"Recovery of ammonia and sulfate from waste streams and bioenergy
"
61767,"Phosphorus recovery from sewage sludge with a hybrid process of low
"
67275,"A highly specific Escherichia coli qPCR and its comparison with existing
"
61133,"INDUCTION ABILITY OF EXCESS PHOSPHATE ACCUMULATION FOR PHOSPHATE
"
51936,"DNAPL remediation with in situ chemical oxidation using potassium
"
70125,DENSITY OF ACTIVATED-SLUDGE SOLIDS - COMMENT
