,Title
28838,"Estimating runoff-recharge in the Southern Lincolnshire Limestone
"
49766,"Near-stream landuse effects on streamwater nutrient distribution in an
"
49266,"Post-harvest riparian buffer response: Implications for wood recruitment
"
49098,"Effects of impervious cover at multiple spatial scales on coastal
"
49383,"Modeling to evaluate macrophyte induced impacts to dissolved oxygen in a
"
50875,THE NATURE OF MULTIDISCIPLINARY WATER RESOURCES JOURNAL ARTICLES
25905,Harmonize input selection for sediment transport prediction
13828,"Space-time rainfall variability in the Paute Basin, Ecuadorian Andes"
48403,"MODELING HYDROLOGIC BENEFITS OF LOW IMPACT DEVELOPMENT: A DISTRIBUTED
"
49648,"Estimating the benefits of phosphorus pollution reductions: An
"
6944,"Where does streamwater come from in low-relief forested watersheds? A
"
49609,"Implications of climatic variability for regulatory low flows in the
"
49607,"Overcoming the nation's best landscaped sewer: Recreators' perceptions
"
41972,"A modeling approach to identify the effective forcing exerted by wind on
"
49886,"Determining nutrient export coefficients and source loading uncertainty
"
50244,"Application of an integrated basin-scale hydrologic model to simulate
"
26243,"Organic molecules as sorbing tracers for the assessment of surface areas
"
48689,"Analytical Solutions to the Linearized Boussinesq Equation for Assessing
"
49608,Observation well network design for pumping tests in unconfined aquifers
56190,Heavy metals extraction by microemulsions
5221,"Calibration and sequential updating of a coupled hydrologic-hydraulic
"
42184,"Nutrient processes at the stream-lake interface for a channelized versus
"
50696,"CHARACTERIZING RUNOFF AND WATER YIELD FOR HEADWATER CATCHMENTS IN THE
"
47946,"Better constraining silica-enthalpy mixing models in a setting of two
"
44160,"IN-SITU METHOD FOR ESTIMATING SUBSURFACE UNSATURATED HYDRAULIC
"
10410,"Regional scale spatial and temporal variability of soil moisture in a
"
49183,"Effectiveness of timber harvest practices for controlling sediment
"
73567,Sustainable water management through flexible method management
49278,"Optimal profits under environmental constraints: Implications of
"
43039,"Reply to Comment by Swtizer and Teodoro on ``US Urban Water Prices:
"
50742,"A HIGH-RESOLUTION NATIONAL-SCALE HYDROLOGIC FORECAST SYSTEM FROM A
"
48770,"FACTORS INFLUENCING PRYMNESIUM PARVUM POPULATION DYNAMICS DURING BLOOM
"
48330,INSTREAM LARGE WOOD: DENITRIFICATION HOTSPOTS WITH LOW N2O PRODUCTION
70522,"Long-Term Planning of Water Systems in the Context of Climate
"
48776,"COMPARISON OF THREE ALGAECIDES FOR CONTROLLING THE DENSITY OF PRYMNESIUM
"
48576,"Using a Mass Balance Model to Evaluate Groundwater Budget of
"
