,Title
49354,"SPATIAL AND TEMPORAL PATTERNS OF ENDOCRINE ACTIVE CHEMICALS IN SMALL
"
63627,"Using faecal sterols from humans and animals to distinguish faecal
"
49736,"Influence of Environmental Factors on Biotic Responses to Nutrient
"
60446,"Quantitation of hepatitis A virus and enterovirus levels in the lagoon
"
61069,"PRESENCE OF CAMPYLOBACTER IN MARINE WATERS OF VALENCIA, SPAIN"
58369,"Occurrence and densities of fungi from northern Greek coastal bathing
"
58926,Environmental impacts of intensive aquaculture in marine waters
62538,"Influence of land use and watershed characteristics on protozoa
"
48766,"GLOBAL GENETIC RELATIONSHIPS AMONG ISOLATES OF GOLDEN ALGA (PRYMNESIUM
"
60958,"ECO-SOCIAL IMPACT AND CHEMICAL REGIMES OF LARGE CHINESE RIVERS - A SHORT
"
50224,"Land use and streamwater nitrate-N dynamics in an urban-rural fringe
"
4016,"On the Role of a Large Shallow Lake (Lake St. Clair, USA-Canada) in
"
63754,"Effectiveness of multiplate invertebrate samplers, periphytometers, and
"
8197,"An evaluation of nutrient nonpoint offset trading in Virginia: A role
"
67508,"The prevalence and characterisation of Cryptosporidium spp. in beef
"
61571,"Evaluation of chemical indicators for tracking and apportionment of
"
64766,"Bioassay of estrogenicity and chemical analyses of estrogens in streams
"
50455,"Nutrient mass balance and trends, Mobile River Basin, Alabama, Georgia,
"
62384,"Evaluation of water quality in an agricultural watershed as affected by
"
59825,"Assessing the effectiveness of regulatory controls on farm pollution
"
49207,"Habitat and fish responses to multiple agricultural best management
"
65936,"Prevalence and occurrence of zoonotic bacterial pathogens in surface
"
50343,"Abatement of ground water phosphate in giant cane and forest riparian
"
66730,Bather-related microbial and yeast populations in sand and seawater
59233,"Towards a more accurate quantitative assessment of seasonal
"
35500,"Trace organic pollutants in sediments from Huaihe River, China:
"
67952,"Evaluation of pepper mild mottle virus, human picobirnavirus and Torque
"
49355,"ASSESSING THE POTENTIAL EFFECTS OF FUNGICIDES ON NONTARGET GUT FUNGI
"
17406,"Chemical and isotopic evidence of nitrogen transformation in the
"
11897,"The influence of land-use composition on fecal contamination of riverine
"
60279,"Evaluation of triclosan and triclocarban at river basin scale using
"
63133,"Associations of chemical tracers and faecal indicator bacteria in a
"
59977,"Cyanobacteria diversity and toxicity in a wastewater treatment plant
"
48846,"Impact of an Invasive Exotic Species on Stream Nitrogen Levels in
"
49607,"NUTRIENT LOADINGS TO STREAMS OF THE CONTINENTAL UNITED STATES FROM
"
49899,"Nutrient load characterization from integrated source data for the lower
"
59522,"Quantification of human-associated fecal indicators reveal sewage from
"
49992,ELISA and GC/MS analysis of pesticide residues in North Carolina
49615,"NUTRIENT INPUTS TO THE LAURENTIAN GREAT LAKES BY SOURCE AND WATERSHED
"
72292,"Assessing the Impacts of Four Land Use Types on the Water Quality of
"
55348,"Determining the zone of impact of norovirus contamination in shellfish
"
50826,"Nitrogen and phosphorus in surface waters of the upper Colorado River
"
58817,"Impact on the water column biogeochemistry of a Mediterranean mussel and
"
13356,"A comparison of nutrient export at two agricultural catchments: insight
"
