,Title
71042,"River Stage Forecasting Using Wavelet Packet Decomposition and Machine
"
48722,"Hydrological Controls and Freshening in Meromictic Soap Lake,
"
73988,"Multivariate Drought Frequency Analysis using Four-Variate Symmetric and
"
73193,"A risk assessment model of water shortage based on information diffusion
"
5608,"Exchange between a river and groundwater, assessed with hydrochemical
"
54641,"Optimal Rehabilitation of Water Distribution Systems Using a
"
72361,"Sampling Frequency of Groundwater Monitoring and Remediation Delay at
"
54628,"Power Generation Scheduling for Integrated Large and Small Hydropower
"
49145,Barriers to water conservation in the Rio Grande basin
71832,"Effect of Ageing of Pipe and Lining Materials on Elemental Composition
"
21967,"Weathering of plagioclase across variable flow and solute transport
"
3208,"Quantification of a maximum injection volume of CO2 to avert
"
8665,"Understanding and modelling spatial drain-aquifer interactions in a
"
73555,Design of minimum earthwork cost canal sections
50717,"RECONSTRUCTIONS OF COLUMBIA RIVER STREAMFLOW FROM TREE-RING CHRONOLOGIES
"
72334,"Factors Driving Water Utility Rate Structure Choice: Evidence from Four
"
22686,"Comment on ``Quasi-theoretical end-depth-discharge relationship for
"
73664,Modeling and Management of Urban Stormwater Runoff Quality: A Review
72474,"Determining the Main Factors in Declining the Urmia Lake Level by Using
"
49796,Water supply evaluation of Taiwans Silicon Valley
32032,"A Deterministic Approach for Approximating the Diurnal Cycle of
"
72064,Economic Sharing of Basin Water Resources between Competing Stakeholders
533,"Integrated surface-groundwater flow modeling: A free-surface overland
"
71391,"Optimum Operation of Reservoir Using Two Evolutionary Algorithms:
"
46379,"Groundwater overuse and farm-level technical inefficiency: evidence from
"
54207,"Reallocation of federal multipurpose reservoirs: Principles, policy, and
"
32301,"On the Optimal Measuring Area for Pointwise Rainfall Estimation: A
"
72592,"Monitoring and Assessment of Surface Water Abstractions for Pasture
"
73287,"Assessment of the levels of coastal marine pollution of Chennai city,
"
1119,"Comparison of theory and experiment for solute transport in highly
"
12129,"Hydraulic and mechanical properties of glacial sediments beneath
"
72455,"Modeling Groundwater Flow and Seawater Intrusion in the Coastal Aquifer
"
73951,"Groundwater Remediation through Pump-Treat-Inject Technology Using
"
6442,Cloud obstruction and snow cover in Alpine areas from MODIS products
44125,"HYDROLOGIC AND GEOCHEMICAL EFFECTS ON OXYGEN-UPTAKE IN BOTTOM SEDIMENTS
"
71572,"Comparison Between Two Hydrodynamic Models for Flooding Simulations at
"
48993,Water footprint of the Palestinians in the West Bank
49073,"Stakeholder willingness to pay for watershed restoration in rural
"
49152,"Water allocation policy modeling for the Dong Nai River Basin: An
"
54720,"Calibration of Water Demand Multipliers in Water Distribution Systems
"
72346,Hydrologic and Water Quality Modeling of Lower Nestos River Basin
