,Title
23760,"Multi-Time-Scale Climatic Variations over Eastern China and Implications
"
13883,"Spatial distribution and temporal trends of mean precipitation and
"
42577,Spatiotemporal changes in aridity of Pakistan during 1901-2016
15422,"Shiyang River streamflow since AD 1765, reconstructed by tree rings,
"
24502,"The Roles of Convection over the Western Maritime Continent and the
"
70687,"Spatiotemporal Variation in the Continental US Streamflow in Association
"
2984,"Observed regional and climatological associations between spring and
"
16347,"Long-term trends and cycles in the hydrometeorology of the Amazon basin
"
22190,Hydro-climatological changes in the Colorado River Basin over a century
23871,"The Relationships between Climatic and Hydrological Changes in the Upper
"
31773,The impact of the Madden-Julian Oscillation on hydrological extremes
37847,"Relationships between sea surface temperature anomalies in the Pacific
"
45485,Synchronicity of historical dry spells in the Southern Hemisphere
22963,Trends and variability in snowmelt runoff in the western United States
22695,"A drought climatology for Mauritius using the standardized precipitation
"
15217,"Long-term trend of precipitation in China and its association with the
"
49311,"A 576-YEAR WEBER RIVER STREAMFLOW RECONSTRUCTION FROM TREE RINGS FOR
"
22523,"Climate change impacts on meteorological drought using SPI and SPEI:
"
24194,"Spatial and Temporal Variations in Precipitation Amount, Frequency,
"
35219,"The propagation from meteorological to hydrological drought and its
"
23696,Changes in Intense Precipitation over the Central United States
19900,"Trends in precipitation extremes over the Yellow River basin in North
"
43362,"Responses of runoff to historical and future climate variability over
"
14694,"Trends of precipitation in Beijiang River basin, Guangdong Province,
"
43589,Changes in flood frequencies in Switzerland since 1500
20607,"Evolution of hydrological regimes in the equatorial area of Cameroon: an
"
42325,"Documentary evidence of historical floods and extreme rainfall events in
"
23905,"The Role of Pacific Climate on Low-Frequency Hydroclimatic Variability
"
34456,"A methodological framework to assess PMP and PMF in snow-dominated
"
21850,"The contrasted evolution of high and low flows and precipitation indices
"
15409,"Evaluation of impacts of climate change and human activities on
"
49393,"CHARACTERIZATION OF DROUGHT IN THE SOUTH ATLANTIC, UNITED STATES"
27215,"Evaluating the impact of the recent temperature increase on the
"
2423,Regional streamflow regimes and hydroclimatology of the United States
32560,"Trend and variability in observed hydrometeorological extremes in the
"
42677,"Multimodel assessments of human and climate impacts on mean annual
"
50442,"Modeled regional climate change in the hydrologic regions of California:
"
21848,"Analysis of trends of annual and seasonal precipitation from 1956 to
"
29358,"Quantification of linkages between large-scale climatic patterns and
"
27446,"Comment on `Detection of hydrologic trends and variability' by Burn,
"
25474,"Temporal analysis of rainfall (1871-2012) and drought characteristics
"
15900,"Spatial distribution and temporal variation of reference
"
25752,Trends in the timing and magnitude of floods in Canada
16635,Precipitation and temperature trends for the Southwest China: 1960-2007
19797,"Multivariate properties of extreme precipitation events in the Pearl
"
