,Title
46644,"Parameter estimation based on vertical heat transport in the surficial
"
54832,"Aqueous leaching of polycyclic aromatic hydrocarbons from bitumen and
"
29253,Simulation of daily runoff in Central Asian alpine watersheds
7350,"Simple sensors to achieve fine spatial resolution in continuous
"
8215,"Spatial and temporal variations in summer precipitation in Japanese
"
23803,"Delineating seasonal porewater displacement on a tidal flat in the Bay
"
56945,"Effects of organic solutes properties on the volatilization processes
"
15886,"Flood frequency estimation using a joint probability approach within a
"
949,"Thermal conductive heating in fractured bedrock: Screening calculations
"
42058,"Incorporating geologic information into hydraulic tomography: A general
"
7037,"Quantitative analysis of biogeochemically controlled density
"
15192,"Monthly and annual effective infiltration coefficients in Dinaric karst:
"
33812,"Quantifying the relative importance of flow regulation and grain size
"
55160,"Anaerobic codigestion of municipal solid waste and biosolids under
"
1737,"Unified fractional differential approach for transient interporosity
"
54443,"Generalized Linear Two-Point Hedging Rule for Water Supply Reservoir
"
56520,"Optimisation and significance of ATP analysis for measuring active
"
27868,"Physically based modeling of stormwater pipe leakage in an urban
"
19204,"A Bayesian approach to decision-making under uncertainty: An application
"
9631,EHSM: a conceptual ecohydrological model for daily streamflow simulation
41796,"A framework for the analysis of noncohesive bank erosion algorithms in
"
47070,A generalization of the fractal/facies model
44377,"Experimental investigation and modeling of uranium(VI) transport under
"
5330,"Distributed modeling of landsurface water and energy budgets in the
"
