,Title
21054,MODELING OF BIOLOGICALLY MEDIATED REDOX PROCESSES IN THE SUBSURFACE
28264,"Numerical evaluation of the flowmeter test in a layered aquifer with a
"
12260,"Estimating suspended sediment and trace element fluxes in large river
"
28237,"SIc-Abacus: An in-situ tool for estimating SIc and Pco(2) in the context
"
46990,"Characterization of the shallow groundwater system in an alpine
"
17838,"Saline intrusion and refreshening in a multilayer coastal aquifer in the
"
26339,"Quantitative assessment of electrical resistivity tomography for
"
6343,"Derivation of RCM-driven potential evapotranspiration for hydrological
"
19341,"Spatial and temporal dynamics of stream water particulate and dissolved
"
32230,"Spatiotemporal Variations in Hydroclimate across the Mediterranean Andes
"
19108,"A quadratic element method for evaluating groundwater flow by the
"
15313,Feasibility of groundwater withdrawal in a coral island
28463,"Critical rainfall duration for overland flow from an infiltrating plane
"
392,"Application of the Lanczos algorithm to the simulation of groundwater
"
417,"Efficient fully-coupled solution techniques for two-phase flow in porous
"
14172,"Geomorphologic control on pollutant retardation at the
"
14349,Assessing factors that influence spatial variations in duff moisture
44863,"Convection in groundwater below an evaporating salt lake .2. Evolution
"
27511,"Sediment transport modeling in rigid boundary open channels using
"
14067,"Studies on groundwater recharge characteristics at a reclaimed land site
"
18332,"Information content of measurements from tracer microlysimeter
"
24992,"Uncertainty analysis of the Operational Simplified Surface Energy
"
32166,"Toward a Polarimetric Radar Classification Scheme for
"
7091,A systematic assessment of drought termination in the United Kingdom
27107,"Data-worth analysis through probabilistic collocation-based Ensemble
"
27489,Hybrid machine learning framework for hydrological assessment
15967,"Grid parameterization of a conceptual distributed hydrological model
"
31847,"The Impacts of California's San Francisco Bay Area Gap on Precipitation
"
5235,"Improved estimation of flood parameters by combining space based SAR
"
