,Title
33413,Nonlinear analysis and forecasting of a brackish karstic spring
17200,"Multi-objective autocalibration of SWAT model for improved low flow
"
29744,"Estimating the saline springs component in the solute and water balance
"
27039,"Quantifying the streamflow response to frozen ground degradation in the
"
71699,"GIS-Based Assessment for the Development of a Groundwater Quality Index
"
14893,"AN EVALUATION OF AN AUTOMATED HOLLOW-FIBER ULTRAFILTRATION APPARATUS FOR
"
14125,"Comparative streamflow characteristics in urbanizing basins in the
"
71806,"Modelling Energy Dissipation Over Stepped-gabion Weirs by Artificial
"
49501,Sediment oxygen demand in the arroyo Colorado river
35006,"Simulation of gaseous diffusion in partially saturated porous media
"
19119,Seepage caused tension failures and erosion undercutting of hillslopes
22878,"Impact of precipitation forecast uncertainties and initial soil moisture
"
71292,"Application of Feedforward Artificial Neural Network in Muskingum Flood
"
