,Title
66372,"The influence of natural organic matter and cations on the rejection of
"
60690,Degradation of Pb-EDTA complex by a H2O2/UV process
69818,"Disparate effects of DOM extracted from coastal seawaters and
"
61756,"Removal of some organic pollutants in water employing ceramic membranes
"
52503,"Towards an understanding of the sorption of U(V) and Se(IV) on sodium
"
54943,"INFLUENCE OF CLAY-MINERALS, USED AS SUPPORTS IN ANAEROBIC DIGESTERS, IN
"
56264,"A multi-component statistic analysis for the influence of sediment/soil
"
60494,"Kinetic and mechanistic investigations of progesterone reaction with
"
50890,"Adsorption of bentazone and imazapyc from water by using functionalized
"
60854,"IMPACTS OF DISSOLVED-OXYGEN ON THE SORPTION OF HUMIC SUBSTANCES AND THE
"
56102,"Adsorption of perfluorooctanesulfonate (PFOS) and perfluorooctanoate
"
57956,"Application of fluorescence spectroscopy in the studies of natural
"
55404,"Environmentally-relevant concentrations of Al(III) and Fe(III) cations
"
55287,Degradation of sulfolane using activated persulfate with UV and UV-Ozone
56831,"Disinfection by-products from halogenation of aqueous solutions of
"
64185,"THE CHEMICAL NATURE OF PRECIPITATES FORMED IN SOLUTIONS OF PARTIALLY
"
58096,"Effects of chloride and sulfate on the rate of oxidation of ferrous ion
"
56973,"Oxidative decolorization of direct light red F3B dye at natural
"
60953,"FORMATION OF MUTAGENIC ORGANIC BY-PRODUCTS AND AOX BY CHLORINATION OF
"
55942,"Effects of titanate nanotubes synthesized by a microwave hydrothermal
"
