,Title
9968,"Evaluating the importance of characterizing soil structure and horizons
"
13292,Stochastic multiobjective optimization of reservoirs in parallel
18795,"Comment on `Analytical solution for solute transport resulting from
"
30497,CORRECTION
28510,Sensitivity of flood events to global climate change
5729,"Building hazard maps of extreme daily rainy events from PDF ensemble,
"
28440,Transient groundwater flow between reservoirs and water-table aquifers
25119,"The role of unpaved roads as active source areas of precipitation excess
"
19993,"Remote sensing technology and geographic information system modeling An
"
19499,"Conservative behavior of arsenic and other oxyanion-forming trace
"
24515,"Evaluation of climate modeling factors impacting the variance of
"
16447,"Effects of watershed subdivision level on semi-distributed hydrological
"
41746,"A Global Assessment of Runoff Sensitivity to Changes in Precipitation,
"
30329,"SEDIMENT TRANSPORT IN THE CAUVERY RIVER BASIN - SEDIMENT CHARACTERISTICS
"
31310,"A Probabilistic View on Raindrop Size Distribution Modeling: A Physical
"
14988,"Daily suspended sediment modelling using a fuzzy differential evolution
"
30491,TRACERS IN RECHARGE - EFFECTS OF PARTITIONING IN SOILS
17922,"Seasonal O-18 variations and groundwater recharge for three landscape
"
17855,"Soil moisture content estimation using ground-penetrating radar
"
37327,"Laboratory experiments on dispersive transport across interfaces: The
"
19490,"Prediction of low-flow indices in ungauged basins through
"
4714,"New lessons on the Sudd hydrology learned from remote sensing and
"
240,"Model vs. design sensitivity to the ground-truth problem of rainfall
"
17750,"Improved weighting methods, deterministic and stochastic data-driven
"
19333,"Management of salt mobilisation in the irrigated landscape - A review of
"
26280,"Hydrochemical and stable isotope indicators of pyrite oxidation in
"
11816,"Waters flowing out of systems are younger than the waters stored in
"
24493,"Validation and reconstruction of FY-3B/MWRI soil moisture using an
"
17703,"Identifiability of distributed floodplain roughness values in flood
"
3330,Groundwater flow with free boundaries using the hodograph method
24615,"Estimating shallow groundwater availability in small catchments using
"
19422,"Characterisation of flow paths and saturated conductivity in a soil
"
11780,"Modelling the impact of land use change on water quality in agricultural
"
17753,"Multi-site downscaling of heavy daily precipitation occurrence and
"
9262,Prediction of stream-flow regime using ecological classification zones
15089,Advective flow in sediments under the influence of compaction
1837,"Sampling efficiency in Monte Carlo based uncertainty propagation
"
14549,A steady-state analytical slope stability model for complex hillslopes
23638,"Declining water budget in a deep regional aquifer assessed by
"
23053,"Arsenic content in groundwater from the southern part of the San
"
27448,"Changes in watershed hydrological behavior due to land use comanagement
"
25139,"Use of a flashiness index to predict phosphorus losses from subsurface
"
23333,"Parallel computation of a dam-break flow model using OpenMP on a
"
36151,"Air entry-based characteristic length for estimation of permeability of
"
34215,"Application of the theory of micromixing to groundwater reactive
"
16898,"A comparative study on a simple two-parameter monthly water balance
"
22250,"Indigenous values and water markets: Survey insights from northern
"
35918,"Optimization of a coupled hydrology-crop growth model through the
"
34295,"Use of a genetic algorithm to improve predictions of alternate bar
"
13076,"Near-saturated surface soil hydraulic properties under different land
"
35873,Flow resistance equations for gravel- and boulder-bed streams
12057,"Characterizing hydrological processes in a semiarid rangeland watershed:
"
29686,"The hydrochemistry of Bayelva, a high Arctic proglacial stream in
"
33898,"Hydraulic conductivity, velocity, and the order of the fractional
"
30942,"A Multiscale Ensemble Filtering System for Hydrologic Data Assimilation.
"
27799,"Factors controlling evolution of karst conduits in sandy limestone and
"
14889,"INTERNATIONAL WORKSHOP ON PRECIPITATION MEASUREMENT .4. EPSAT-NIGER
"
19511,"The hydrology of the proglacial zone of a high-Arctic glacier
"
10071,"Modified treatment of intercepted snow improves the simulated forest
"
22935,"A nonstationary index-flood technique for estimating extreme quantiles
"
6316,"Improving statistical forecasts of seasonal streamflows using
"
