,Title
30387,"A PROBABILITY TREATMENT OF STORAGE, YIELD AND SPILLAGE IN A SYSTEM OF 2
"
40682,"A formulation for vertically integrated groundwater flow in a stratified
"
21815,"Ensemble Streamflow Prediction: Climate signal weighting methods vs.
"
1978,"Assessing the validity of a lower-dimensional representation of
"
5686,"On the use of AMSU-based products for the description of soil water
"
14391,"Continuous spatially distributed simulation of surface and subsurface
"
25041,"Closing the irrigation deficit in Cambodia: Implications for
"
26086,Classification of aquifer vulnerability using K-means cluster analysis
11164,"Isotope hydrology of a tropical coffee agroforestry watershed: Seasonal
"
11597,"Numerical modelling of separated flow in river bends: Model testing and
"
21623,"Sap flux-scaled transpiration and stomatal conductance response to soil
"
43901,"A NOTE ON HEAD AND VELOCITY COVARIANCES IN 3-DIMENSIONAL FLOW-THROUGH
"
30976,"Statistical Tests of Taylor's Hypothesis: An Application to
"
16298,"Detailed spatial analysis of SWAT-simulated surface runoff and sediment
"
71139,"Multi-objective Optimal Design of Detention Tanks in the Urban
"
16647,"Evaluation of water resource management in Salt Lake City, West Bengal,
"
30830,Untitled
39988,"Chaotic advection and reaction during engineered injection and
"
6814,"Improving multi-objective reservoir operation optimization with
"
20938,"Remote sensing estimates of supplementary water consumption by arid
"
26271,"On the use of multiple-point statistics to improve groundwater flow
"
35914,"Bayesian analysis for uncertainty estimation of a canopy transpiration
"
952,"On reproducing uniform flow exactly on general hexahedral cells using
"
56748,"Stimulation of microbial sulphate reduction in a constructed wetland:
"
43633,"A QUASI-DYNAMIC WETNESS INDEX FOR CHARACTERIZING THE
"
2536,"Urban flood modelling combining top-view LiDAR data with ground-view SfM
"
21284,PREDICTIVE MODEL FOR SALT INTRUSION IN ESTUARIES
33950,"Macroscale water fluxes - 2. Water and energy supply control of their
"
73585,Reservoir operation modelling with fuzzy logic
30489,SENSITIVITY AND PROBLEMS IN MODELING SOIL-MOISTURE CONDITIONS
31057,"Short-range precipitation forecasts from time-lagged multimodel
"
25020,"Dual permeability modeling of tile drain management influences on
"
37073,"Representation of landscape hydrological connectivity using a
"
73617,Numerical Simulation of Sediment Transport Following a Dam Break
3448,APPLICATION OF CONJUGATE-GRADIENT METHODS TO TIDAL SIMULATION
927,"Gas tracer transport through a heterogeneous fracture zone under two
"
20293,"A pragmatic method for estimating seepage losses for small reservoirs
"
5936,"Hydrological education and training needs in sub-Saharan Africa:
"
11804,"Understanding the effect of catchment characteristics on suspended
"
21341,"SALINITY TRENDS IN THE WHEAT-BELT OF WESTERN-AUSTRALIA - RESULTS OF
"
50831,"Calibration and Uncertainty Analysis Using the Sparrow Model for
"
70751,Multiple Leakage Function for a Simple Pipeline System
71184,"Landfill Risk Assessment on Groundwater Based on Vulnerability and
"
70527,"GIS-based Methodology for Identification of Suitable Locations for
"
18290,"The effects of changes in vegetative cover on river flows in the Purapel
"
20623,"Identifying controls of the rainfall-runoff response of small catchments
"
1710,"Towards the estimation root-zone soil moisture via the simultaneous
"
20185,"Estimation of daily average net radiation from MODIS data and DEM over
"
50237,Multivariate extreme value distribution with mixed Gumbel marginals
6275,"Catchment features controlling nitrogen dynamics in running waters above
"
12968,"Winter streamflow variability, Yukon Territory, Canada"
11241,Near-surface hydraulic conductivity of northern hemisphere glaciers
31169,"Climatological analyses of thunderstorms and flash floods in the
"
74065,"Multi-objective Evaluation of Urban Drainage Networks Using a 1D/2D
"
34278,"Effective constitutive properties for dense nonaqueous phase liquid
"
