,Title
20979,"CALIBRATION OF THE PENMAN WIND FUNCTION USING THE BOWEN-RATIO
"
13588,Emerging issues in rangeland ecohydrology - Preface
39240,"Dynamic puddle delineation and modeling of puddle-to-puddle
"
39334,"Instantaneous turbulent forces and impulse on a rough bed: Implications
"
24017,"Reconstructed streamflow using SST and tree-ring chronologies over the
"
17614,SPATIALLY VARIED SOIL-EROSION UNDER DIFFERENT CLIMATES
25785,"Uncertainties of flood frequency estimation approaches based on
"
30266,"A falling-pressure method for measuring air permeability of asphalt in
"
18280,"Nutrient runoff from a Korean rice paddy watershed during multiple storm
"
31758,"Augmentations to the Noah Model Physics for Application to the Yellow
"
1633,"Agricultural effluent control under uncertainty: An inexact double-sided
"
14665,"Controls on surface water chemistry in the upper Merced River basin,
"
39203,Core-scale solute transport model selection using Monte Carlo analysis
10012,"Assessing the performance of a semi-distributed hydrological model under
"
39243,"Estimation of the summer-fall PMP and PMF of a northern watershed under
"
39337,Effects of stream morphodynamics on hyporheic zone thermal regime
42767,A Hybrid Multiscale Model of Miscible Reactive Fronts
8991,"The drying up of Britain? A national estimate of changes in seasonal
"
23173,"The dilemma of spatial representation for urban hydrology
"
71940,"Evaluation of Simple Statistical Downscaling Methods for Monthly
"
22910,"Radar rainfall estimation for the identification of debris-flow
"
6685,"Comparison of drought indicators derived from multiple data sets over
"
43481,"SPATIAL-ANALYSIS OF HYDRAULIC CONDUCTIVITY MEASURED USING DISC
"
15897,"Accuracy, reproducibility and sensitivity of acoustic Doppler technology
"
41813,Role of organic phosphorus in sediment in a shallow eutrophic lake
43533,"MARGINAL BED-LOAD TRANSPORT IN A GRAVEL-BED STREAM, SAGEHEN CREEK,
"
31399,"A Comparison of Methods for Filling Gaps in Hourly Near-Surface Air
"
2071,"Upscaling of flow in heterogeneous porous formations: Critical
"
24907,"Analysis of effective Green-Ampt hydraulic parameters for vertically
"
32231,"Predicting US Drought Monitor States Using Precipitation, Soil Moisture,
"
32971,"Water and solute residence times in a catchment: Stochastic-mechanistic
"
8257,"Comparative probabilistic assessment of the hydrological performance of
"
23749,"Artificial intelligence based models for stream-flow forecasting:
"
73932,"Analysis of Drought from Humid, Semi-Arid and Arid Regions of India
"
11348,"Lake sedimentation in the Mackenzie Delta, NWT"
26228,"Prediction of seasonal summer monsoon rainfall over homogenous regions
"
12092,"Chemical weathering and CO2 consumption rate in a multilayered-aquifer
"
4829,"Snowmelt runoff from northern alpine tundra hillslopes: major processes
"
717,"On the interaction between gravity forces and dispersive brine fronts in
"
3349,"An interpolation-corrected modified method of characteristics to solve
"
23048,"Hydrogeological investigation for assessment of the sustainability of
"
45343,A nonlinear model for analysis of slug-test data
37437,"Particle-based transport model with Markovian velocity processes for
"
23096,"Constraining snowmelt in a temperature-index model using simulated snow
"
7958,"Evidence that piezometers vent gas from peat soils and implications for
"
44580,"Effects of first-order approximations on head and specific discharge
"
13306,"Overexploitation and continuous drought effects on groundwater yield and
"
18817,"A framework for risk assessment on soil erosion by water using an
"
22844,"Multiple tracer study in Horonobe, northern Hokkaido, Japan: 1.
"
23997,"Processes that control water chemistry and stable isotopic composition
"
14097,"Evolution from a freshwater to saline lake: a climatic or
"
4496,Multivariate stochastic bias corrections with optimal transport
44872,"A novel method fdr determining residence times of river and lake
"
1971,Groundwater ages in coastal aquifers
23866,"Modeling crop water use in an irrigated maize cropland using a
"
